4.118563722853330359e-04,-2.970378409096650300e-04
-3.556817787521890351e-04,6.102480242432500694e-04
-6.707473591854907352e-03,7.142044466211276352e-03
7.036738200029697514e-04,-4.532752278000305745e-04
6.633642816390002833e-03,-6.318106691130265413e-03
1.032318903143548397e-03,-1.192772543150923256e-03
5.305781311982345422e-04,-5.276386040815617693e-05
2.787761218541138456e-03,-3.046451651034881320e-03
2.759467012173448270e-03,-3.204778252044821352e-03
3.156101683911554257e-03,-3.721165581421706590e-03
-2.592977450984306105e-03,2.334323425590582000e-03
4.177915753325331730e-04,-4.640047378305087243e-04
5.022972556047253061e-03,-4.204049133995774179e-03
8.131228393217927730e-03,-8.940513715492266755e-03
1.002412799298223016e-02,-1.019488660205512820e-02
1.685395659429989685e-03,-2.453739191691024953e-03
7.293431038605328529e-03,-7.786728897921633454e-03
5.362290565110021737e-03,-6.134360240100406730e-03
2.610576762398389081e-03,-2.857919319417773479e-03
1.109064714737371818e-03,-1.393063799163738598e-03
-1.234379868265954869e-03,1.640436734772998846e-03
1.474431795884704067e-03,-1.245053409696144720e-03
-2.707527924279390808e-03,2.652512973503596844e-03
-8.574209959083391001e-04,2.388755051257202694e-04
3.478816518821766825e-03,-2.800641999426623039e-03
-3.364348108320757390e-03,2.951721674802082300e-03
-3.410055932215128385e-03,3.300546593354918706e-03
-6.471837355577790335e-04,2.440905952068509854e-04
-1.030496882228570249e-03,2.054214471563218115e-03
-1.638244101879728033e-03,1.632421075109643334e-03
1.826808517814976305e-03,-2.070293344193745080e-03
3.628079272830158405e-03,-3.406595177902059512e-03
5.240797908871555437e-03,-5.173902171670996183e-03
3.890869493142429594e-03,-3.714935077630813608e-03
2.426349834154230018e-03,-2.146002813209980410e-03
-6.649441447797540443e-04,1.199545605677214974e-03
-4.546666973987589680e-04,1.170461270561348743e-03
1.815601072579272257e-03,-1.823647145622015603e-03
3.663777891302127054e-04,-2.770973366600153155e-04
-3.480616951855249313e-03,3.517331120280807293e-03
-1.103449881271766119e-03,1.147879650134829089e-03
6.683635885758691924e-04,-7.616632402341338981e-04
2.403308917751598183e-04,-1.685333664482267779e-04
3.641519202780507843e-03,-3.559026814248662275e-03
8.825491745614468366e-04,-1.041509063224030536e-03
2.479378087440643232e-03,-2.642255239303838502e-03
8.699012262023702756e-04,-8.444344658958440660e-04
-2.002408106036203915e-03,2.137860473671824961e-03
-4.099736774520445701e-03,4.192012962814247769e-03
-2.901798489888121960e-03,3.023715664697653859e-03
5.600339569774105469e-04,-3.505900137888667660e-04
-3.298801678432432705e-03,3.348500099064912871e-03
2.074092990130319784e-03,-2.081295787286111670e-03
3.558292203362498399e-04,-2.523466842097488345e-04
3.294852078984493015e-03,-3.235674928252164819e-03
2.372666649789329819e-03,-2.210065119593803817e-03
7.458847626844432050e-04,-6.961950840645023597e-04
